species.name;breeds.name (NOT NULL)
Собаки;Перро дого майоркин (ка де бо)
Собаки;Перуанская голая собака (большая)
Собаки;Перуанская голая собака (малая)
Собаки;Перуанская голая собака (средняя)
Собаки;Петербургская орхидея
Собаки;Петит брабансон
Собаки;Пикардийская овчарка
Собаки;Пикардийский спаниель
Собаки;Пинчер (красно-коричневый)
Собаки;Пинчер (черноподпалый)
Собаки;ПИРЕНЕЙСКАЯ ГОРНАЯ СОБАКА 
Собаки;Пиренейская овчарка длинношерстная
Собаки;Пиренейская овчарка короткошерстная
Собаки;Питбуль
Собаки;Планинский гонич
Собаки;ПОДЕНКО ИБИЦЕНКО Г-Ш 
Собаки;Поденко канарио
Собаки;Позавский гонич
Собаки;ПОЙНТЕР 
Собаки;Пойтевин
Собаки;Полукровная
Собаки;ПОЛЬСКАЯ НИЗИННАЯ ОВЧАРКА 
Собаки;Польская подгалянская овчарка
Собаки;Польская подгалянская овчарка (Podhalaner)
Собаки;Польский огар
Собаки;Польский харт
Собаки;Померанский шпиц 
Собаки;Понт-одемерский спаниель
Собаки;Порселейн
Собаки;ПОРТУГАЛЬСКАЯ ВОДНАЯ СОБАКА 
Собаки;Португальская овчарка
Собаки;Португальский поденго (гладкошерстный)
Собаки;Португальский поденго (жесткошерстный)
Собаки;Португальский пойнтер
Собаки;Пражский крысарик
Собаки;Прайтер
Собаки;ПРЯМОШЕРСТНЫЙ РЕТРИВЕР 
Собаки;Пти Брабансон
Собаки;ПУДЕЛЬ 
Собаки;Пудель большой
Собаки;Пудель малый
Собаки;Пудель миниатюрный
Собаки;Пудель-пойнтер
Собаки;ПУЛИ 
Собаки;Пуми
Собаки;Рафейро до алентейо
Собаки;РИЗЕНШНАУЦЕР 
Собаки;Родезийский риджбек (rhodesian ridgeback)
Собаки;РОТВЕЙЛЕР 
Собаки;Русская гончая
Собаки;РУССКАЯ ПСОВАЯ БОРЗАЯ 
Собаки;Русская салонная собака
Собаки;Русская цветная болонка
Собаки;Русский спаниель
Собаки;Русский той (гладкошерстный)
Собаки;Русский той (длинношерстный)
Собаки;Русский той-терьер
Собаки;Русский той-терьер длинношерстный
Собаки;Русский черный терьер
Собаки;Русско-европейская лайка
Собаки;РЫЖИЙ БРЕТОНСКИЙ БАССЕТ 
Собаки;Саарлоос вольфхонд (саарлоосский волкодав)
Собаки;САЛЮКИ 
Собаки;САМОЕД 
Собаки;САССЕКС СПАНИЕЛЬ 
Собаки;СЕНБЕРНАР 
Собаки;Сен-жерменский бракк
Собаки;Сен-мигельская овчарка
Собаки;СЕРАЯ НОРВЕЖСКАЯ ЛОСИНАЯ ЛАЙКА 
Собаки;Сербский гонич
Собаки;СЕТТЕР ГОРДОН 
Собаки;Сиба-Ину
Собаки;СИБИРСКИЙ ХАСКИ 
Собаки;СИЛИХЕМ ТЕРЬЕР 
Собаки;СКАЙ ТЕРЬЕР 
Собаки;СКОТЧ ТЕРЬЕР 
Собаки;Словацкий грубошерстный ставач
Собаки;Словацкий копов
Собаки;Словацкий чувач
Собаки;Слюги (арабская борзая)
Собаки;Смоландская гончая
Собаки;Собьезо эспаниоль
Собаки;Среднеазиатская овчарка
Собаки;Средний шнауцер (перец с солью)
Собаки;Средний шнауцер (черный)
Собаки;Стабихун
Собаки;СТАРОАНГЛИЙСКАЯ ОВЧАРКА (бобтейл) 
Собаки;СТАФФОРДШИРСКИЙ БУЛЬТЕРЬЕР 
Собаки;Стаффордширский терьер
Собаки;Суоменлапинкойра
Собаки;СХИПЕРКЕ 
Собаки;Тазы (Казахская борзая)
Собаки;Тайган (Киргизская борзая)
Собаки;Тайский риджбек
Собаки;ТАКСА 
Собаки;Такса миниатюрная г
Собаки;Такса миниатюрная д
Собаки;Такса миниатюрная ж
Собаки;Тибетский мастиф (до-хи, тибетский дог)
Собаки;ТИБЕТСКИЙ СПАНИЕЛЬ 
Собаки;ТИБЕТСКИЙ ТЕРЬЕР 
Собаки;Тирольский бракк
Собаки;Тоcа-Ину
Собаки;ТОЙ ПУДЕЛЬ 
Собаки;Той терьер
Собаки;Той терьер (гладкошерстный)
Собаки;Той-фокстерьер
Собаки;Трехцветная финския гончая
Собаки;УИППЕТ 
Собаки;ФАРАОНОВА СОБАКА 
Собаки;Фила бразилейро
Собаки;ФИЛД СПАНИЕЛЬ 
Собаки;ФИНСКИЙ ШПИЦ 
Собаки;ФЛАНДЕРСКИЙ БУВЬЕ 
Собаки;ФЛАНДРСКАЯ ГОНЧАЯ 
Собаки;ФОКСТЕРЬЕР ГЛАДКОШЕРСТНЫЙ 
Собаки;ФОКСТЕРЬЕР ЖЕСТКОШЕРСТНЫЙ 
Собаки;Фоксхаунд
Собаки;Французская гладкошерстная овчарка (арлекин)
Собаки;Французская гладкошерстная овчарка (черноподпалый)
Собаки;Французская красно-пегая гончая
Собаки;Французская трехцветная гончая
Собаки;Французская черно-пегая гончая
Собаки;Французский бракк - тип гасконский (большой хвост)
Собаки;Французский бракк - тип пиренейский (малый хвост)
Собаки;Французский бульдог
Собаки;Французский жесткошерстный пойнтер-гриффон
Собаки;Французский мягкошерстный пойнтер-гриффон
Собаки;Французский спаниель
Собаки;Хальденстевер
Собаки;Ханаанская собака
Собаки;Харриер
Собаки;ХАСКИ
Собаки;Хигенхунд
Собаки;Ховаварт
Собаки;Хоккайдо
Собаки;Хорватская овчарка
Собаки;ЦВЕРГПИНЧЕР 
Собаки;ЦВЕРГШНАУЦЕР 
Собаки;ЧАУ ЧАУ 
Собаки;Черноподпалый кунхаунд (енотовая собака)
Собаки;ЧЕСАПИК БЭЙ РЕТРИВЕР 
Собаки;Чехословацкий влчак
Собаки;Чешский терьер
Собаки;Чешский фоусек
Собаки;Чинук (chinook)
Собаки;Чирнеко дель Этна (Сицилийская борзая)
Собаки;Чихуахуа
Собаки;ЧИХУАХУА 
Собаки;Шапендуа
Собаки;ШАР ПЕЙ 
Собаки;Шарпланинская овчарка (Македонская овчарка)
Собаки;Шведский вальхунд
Собаки;Шведский лаппхунд
Собаки;Швейцарская гончая
Собаки;ШЕЛТИ 
Собаки;ШИ ТЦУ
Собаки;ШИБА 
Собаки;Шикоку
Собаки;Шипперке (3-5 кг)
Собаки;Шипперке (5-8 кг)
Собаки;ШНАУЦЕР 
Собаки;Шпиц Миниатюрный
Собаки;Шпиц померанский
Собаки;Штирский жесткошерстный бракк
Собаки;Штихельхаар
Собаки;Шьен д артуа
Собаки;Эллинский икнилатис (энтлебухер зенненхунд)
Собаки;Эрдели копо (трансильванский бракк)
Собаки;ЭРДЕЛЬТЕРЬЕР 
Собаки;Эстонская гончая
Собаки;Югославский трехцветный гонич
Собаки;Южноафриканский бурбуль
Собаки;Южнорусская овчарка
Собаки;Ягд-терьер
Собаки;Якутская лайка 
Собаки;Японский терьер (Нихон терьер)
Собаки;Японский Хин
Собаки;Японский шпиц
Хищные;(Гибрид) Барибал, белый медведь
Хищные;(Гибрид) Барибал, бурый медведь
Хищные;(Гибрид) Бурый, белый медведь
Хищные;(Гибрид) Конголезский пятнистый лев
Хищные;(Гибрид) Леопон
Хищные;(Гибрид) Лигр
Хищные;(Гибрид) Лилигр
Хищные;(Гибрид) Марози
Хищные;(Гибрид) Талигр
Хищные;(Гибрид) Тигролев
Хищные;(Гибрид) Ягулев
Хищные;Австралийский морской лев (Neophoca cinerea)
Хищные;Азиатская степная, индийская пустынная кошка (Felis silvestris ornata)
Хищные;Азиатский шакал (Canis aureus)
Хищные;Азиатский, персидский,индийский лев (Panthera leo persica)
Хищные;Амазонская ласка (Mustela africana)
Хищные;Амазонский ягуар (Panthera onca onca) 
Хищные;Американская куница (Martes americana)
Хищные;Американская лисица, Vulpes macrotis
Хищные;Американская норка (Neovison vison)
Хищные;Американские речные выдры (Lontra)
Хищные;Американский барсук (axidea taxus)
Хищные;Американский корсак (Vulpes velox)
Хищные;Американский, черноногий хорёк (Mustela nigripes)
Хищные;Амурский лесной кот (Prionailurus bengalensis euptilurus)
Хищные;Амурский тигр (Panthera tigris altaica)
Хищные;Анатолийский леопард (Panthera pardus tulliana)
Хищные;Ангольская генета (Genetta angolensis)
Хищные;Ангольская кузиманза (Crossarchus ansorgei)
Хищные;Андская кошка (Leopardus jacobitus)
Хищные;Андская лисица (Lycalopex culpaeus)
Хищные;Апеннинский бурый медведь (Ursus arctos marsicanus)
Хищные;Аризонский ягуар (Panthera onca arizonensis)
Хищные;Афганская лисица (Vulpes cana)
Хищные;Африканская ласка, полосатая ласка (Poecilogale albinucha)
Хищные;Африканская лисица (Vulpes pallida)
Хищные;Африканская циветта (Civettictis civetta)
Хищные;Африканский золотой волк (Canis anthus)
Хищные;Африканский леопард (Panthera pardus pardus)
Хищные;Африканский линзанг (Poiana richardsonii)
Хищные;Африканский хорёк (Ictonyx striatus)
Хищные;Багамский енот (P. lotor maynardi)
Хищные;Байкальская нерпа (Pusa sibirica)
Хищные;Барбадосский енот (P. lotor gloveralleni)
Хищные;Барбарийский леопард (Panthera pardus panthera)
Хищные;Барибал (Ursus americanus)
Хищные;Барсуки (Meles meles)
Хищные;Барханная кошка (Felis margarita)
Хищные;Белополосая ласка (Mustela strigidorsa)
Хищные;Белохвостый мангуст (Ichneumia albicauda)
Хищные;Белый медведь (Ursus maritimus)
Хищные;Бенгальская кошка (Prionailurus bengalensis)
Хищные;Бенгальская лисица (Vulpes bengalensis)
Хищные;Бенгальский тигр (Panthera tigris tigris)
Хищные;Берберийский лев (Panthera leo leo) 
Хищные;Бескоготные выдры (Aonyx)
Хищные;Бинтуронг (Arctictis binturong)
Хищные;Болотный мангуст (Herpestes palustris)
Хищные;Большая панда (Ailuropoda melanoleuca)
Хищные;Большая цивета  (Viverra zibetha)
Хищные;Большеухая лисица (Otocyon megalotis)
Хищные;Борнейский, калимантанский дымчатый леопард (Neofelis diardi)
Хищные;Бразильская выдра (Pteronura)
Хищные;Бразильская лисица (Lycalopex vetulus)
Хищные;Бразильский ягуар (Panthera onca palustris)
Хищные;Бурая гиена (Hyaena brunnea)
Хищные;Бурохвостый мунго (Salanoia concolor)
Хищные;Бурый мангуст (Herpestes fuscus)
Хищные;Водяная цивета (Genetta piscivora)
Хищные;Водяной мангуст (Atilax paludinosus)
Хищные;Волк (Canis lupus)
Хищные;Воротничковый мангуст (Herpestes semitorquatus)
Хищные;Восточная бескоготная выдра (Amblonyx)
Хищные;Восточная горная носуха (N. olivacea meridensis)
Хищные;Восточноафриканский, масайский лев (Panthera leo nubica)
Хищные;Восточномексиканский скунс, белоносый скунс (Conepatus leuconotus)
Хищные;Выдровая цивета (Cynogale bennettii)
Хищные;Выдры (Lutra)
Хищные;Гавайский тюлень-монах (Monachus schauinslandi)
Хищные;Галапагосский морской котик (Arctocephalus galapagoensis)
Хищные;Галапагосский морской лев (Zalophus wollebaeki)
Хищные;Гамбийский мангуст (Mungos gambianus)
Хищные;Генета Джонстона (Genetta johnstoni)
Хищные;Гепард (Acinonyx jubatus)
Хищные;Гигантская генета (Genetta victoriae)
Хищные;Гиеновидная собака (Lycaon pictus)
Хищные;Гималайская цивета  (Paguma larvata)
Хищные;Гималайский бурый медведь (Ursus arctos isabellinus)
Хищные;Гималайский медведь (Ursus thibetanus)
Хищные;Гобийский бурый медведь (Ursus arctos gobiensis)
Хищные;Голостопая ласка (Mustela nudipes)
Хищные;Горная носуха (Nasuella olivacea) 
Хищные;Горностай (Mustela erminea)
Хищные;Гребенчатая генетта (Genetta cristata)
Хищные;Гренландский тюлень (Pagophilus groenlandicus)
Хищные;Гривистый волк (Chrysocyon brachyurus)
Хищные;Гризли (Ursus arctos horribilis)
Хищные;Гризон (млекопитающее) (Galictis vittata)
Хищные;Гуадалупский морской котик (Arctocephalus townsendi)
Хищные;Дальневосточный леопард (Panthera pardus orientalis)
Хищные;Дарвиновская лисица (Pseudalopex fulvipes)
Хищные;Динго (C. lupus dingo)
Хищные;Длинномордый тюлень (Halichoerus grypus)
Хищные;Длинноносая кузиманза (Crossarchus obscurus)
Хищные;Длинноносый мангуст (Herpestes naso)
Хищные;Длиннохвостая кошка (Leopardus wiedii)
Хищные;Длиннохвостая ласка (Mustela frenata)
Хищные;Домашняя кошка (Felis silvestris catus)
Хищные;Другая
Хищные;Дымчатый леопард (Neofelis nebulosa) 
Хищные;Европейская норка (Mustela lutreola)
Хищные;Европейский бурый медведь (Ursus arctos arctos)
Хищные;Египетская ласка (Mustela subpalmata)
Хищные;Египетский мангуст (Herpestes ichneumon)
Хищные;Енотовидная собака (Nyctereutes procyonoides)
Хищные;Енот-ракоед (Procyon cancrivorus)
Хищные;Жёлтый мангуст (Cynictis penicillata)
Хищные;Заирская кузиманза (Crossarchus alexandri)
Хищные;Земляной волк (Proteles cristatus)
Хищные;Золотая кошка (Profelis aurata)
Хищные;Зондский вонючий барсук (Mydaus javanensis)
Хищные;Илька, куница-рыболов (Martes pennanti)
Хищные;Индийский леопард (Panthera pardus fusca)
Хищные;Индийский мангуст (Herpestes smithii)
Хищные;Индийский солонгой (Mustela kathiah)
Хищные;Индокитайский леопард (Panthera pardus delacouri)
Хищные;Индокитайский тигр (Panthera tigris corbetti)
Хищные;Ирбис, снежный барс (Uncia uncia) 
Хищные;Ириомотейская кошка (Prionailurus bengalensis iriomotensis)
Хищные;Испанская рысь (Lynx pardinus)
Хищные;Итатси, сахалинский колонок (Mustela itatsi)
Хищные;Кадьяк (Ursus arctos middendorffi)
Хищные;Калан (Enhydra)
Хищные;Калимантанская кошка (Catopuma badia)
Хищные;Калимантанская цивета (Diplogale hosei)
Хищные;Калифорнийский морской лев (Zalophus californianus)
Хищные;Каменная куница, белодушка (Martes foina)
Хищные;Камчатский бурый медведь (Ursus arctos beringianus)
Хищные;Камышовая кошка (Felis chaus)
Хищные;Канадская рысь (Lynx canadensis)
Хищные;Капский морской котик (Arctocephalus pusillus)
Хищные;Каракал (Caracal caracal)
Хищные;Карликовый мангуст (Helogale parvula)
Хищные;Карликовый скунс (Spilogale pygmaea)
Хищные;Каспийская нерпа (Pusa caspica)
Хищные;Катангский лев (Panthera leo bleyenberghi )
Хищные;Кергеленский морской котик (Arctocephalus gazella)
Хищные;Кермодский медведь (Ursus arctos cermoudisus)
Хищные;Кинкажу (Potos flavus)
Хищные;Китайская кошка (Felis silvestris bieti)
Хищные;Китайский тигр (Panthera tigris amoyensis)
Хищные;Коати (Nasua narica)
Хищные;Койот (Canis latrans)
Хищные;Колонок (Mustela sibirica)
Хищные;Колумбийская ласка (Mustela felipei)
Хищные;Кольцехвостый мунго (Galidia elegans)
Хищные;Кольчатая нерпа, акиба (Pusa hispida)
Хищные;Короткохвостый мангуст (Herpestes brachyurus)
Хищные;Корсак (Vulpes corsac)
Хищные;Косумельский енот (Procyon pygmaeus)
Хищные;Кошка Жоффруа (Leopardus geoffroyi)
Хищные;Кошка Темминка (Catopuma temmincki)
Хищные;Кошка-рыболов (Prionailurus viverrinus)
Хищные;Красный волк (Cuon alpinus)
Хищные;Крошечный мангуст (Helogale hirtula)
Хищные;Крупнопятнистая цивета (Viverra megaspila)
Хищные;Кустарниковая собака (Speothos venaticus)
Хищные;Лесная генетта (Genetta pardina)
Хищные;Лесная кошка (Felis silvestris)
Хищные;Лесная куница, желтодушка (Martes martes)
Хищные;Лесной, чёрный хорёк (Mustela putorius)
Хищные;Либерийский мангуст (Liberiictis kuhni)
Хищные;Ливийская, степная кошка (Felis silvestris lybica)
Хищные;Линейчатый мунго (Mungotictis decemlineata)
Хищные;Лисица рыжая, обыкновенная (Vulpes vulpes)
Хищные;Ложная генета (Genetta thierryi)
Хищные;Майконг (Cerdocyon thous)
Хищные;Малайский медведь (Helarctos malayanus)
Хищные;Малайский тигр (Panthera tigris jacksoni)
Хищные;Малая лисица (Atelocynus microtis)
Хищные;Малая цивета  (Viverricula indica)
Хищные;Малая, красная панда (Ailurus fulgens).
Хищные;Малый гризон (Galictis cuja)
Хищные;Малый мангуст (Herpestes auropunctatus)
Хищные;Малый скунс (Spilogale gracilis)
Хищные;Мангуст Джексона (Bdeogale jacksoni)
Хищные;Мангуст Дыбовского (Dologale dybowskii)
Хищные;Мангуст-крабоед (Herpestes urva)
Хищные;Манул (Felis manul)
Хищные;Медведь-губач (Melursus ursinus)
Хищные;Медоед (Mellivora capensis)
Хищные;Мексиканский скунс (Mephitis macroura)
Хищные;Мексиканский ягуар (Panthera onca hernandesii)  
Хищные;Мелкозубый мунго (Eupleres goudotii)
Хищные;Морж (Odobenidae) 
Хищные;Морской заяц, лахтак (Erignathus barbatus)
Хищные;Морской леопард(Hydrurga leptonyx)
Хищные;Мраморная кошка (Pardofelis marmorata)
Хищные;Мунго Грандидье (Galidictis grandidieri)
Хищные;Мунго Даррелла (Salanoia durrelli)
Хищные;Мусанг (Paradoxurus hermaphroditus)
Хищные;Нилгирская харза (Martes gwatkinsii)
Хищные;Новозеландский морской котик (Arctocephalus forsteri)
Хищные;Новозеландский морской лев (Phocarctos hookeri)
Хищные;Носуха Нельсона (N. narica nelsoni)
Хищные;Обыкновенная генетта (Genetta genetta)
Хищные;Обыкновенная ласка (Mustela nivalis)
Хищные;Обыкновенная носуха (Nasua nasua)
Хищные;Обыкновенный мангуст (Herpestes edwardsii)
Хищные;Обыкновенный тюлень (Phoca vitulina)
Хищные;Олинго Аллена (Bassaricyon alleni)
Хищные;Онцилла (Leopardus tigrinus)
Хищные;Островная лисица (Urocyon littoralis)
Хищные;Оцелот (Leopardus pardalis)
Хищные;Очковый медведь (Tremarctos ornatus) 
Хищные;Палаванский вонючий барсук  (Mydaus marchei)
Хищные;Пальмовая цивета, циветта (Nandinia binotata), 
Хищные;Пампасская кошка (Leopardus colocolo)
Хищные;Парагвайская лисица (Lycalopex gymnocercus)
Хищные;Парагвайский ягуар (Panthera onca paraguensis)
Хищные;Патагонская ласка (Lyncodon patagonicus)
Хищные;Перевязка (Vormela peregusna)
Хищные;Переднеазиатский леопард (Panthera pardus ciscaucasica)
Хищные;Персидский леопард (Panthera pardus saxicolor)
Хищные;Перуанский ягуар (Panthera onca peruvianus) 
Хищные;Песец (Alopex lagopus)
Хищные;Песчаная лисица (Vulpes rueppelli)
Хищные;Полосатая гиена (Hyaena hyaena)
Хищные;Полосатая цивета (Hemigalus derbyanus)
Хищные;Полосатошейный мангуст (Herpestes vitticollis)
Хищные;Полосатый линзанг (Prionodon linsang)
Хищные;Полосатый мангуст (Mungos mungo)
Хищные;Полосатый скунс (Mephitis mephitis)
Хищные;Полосатый тюлень, крылатка (Histriophoca fasciata)
Хищные;Полосатый шакал (Canis adustus)
Хищные;Полуполосый скунс (Conepatus semistriatus)
Хищные;Пума (Puma concolor)
Хищные;Пушистохвостый мангуст (Bdeogale crassicauda)
Хищные;Пушистохвостый олинго (Bassaricyon gabbii)
Хищные;Пятнистая генета (Genetta maculata)
Хищные;Пятнистая гиена (Crocuta crocuta)
Хищные;Пятнисто-рыжая кошка (Prionailurus rubiginosus)
Хищные;Пятнистый линзанг (Prionodon pardicolor)
Хищные;Пятнистый скунс (Spilogale putoriu)
Хищные;Пятнистый тюлень, ларга (Phoca largha)
Хищные;Пятнистый южный скунс (Spilogale angustifrons)
Хищные;Росомаха (Gulo gulo)
Хищные;Рыжая рысь (Lynx rufus)
Хищные;Рыжеватый мангуст (Galerella flavescens)
Хищные;Рыжий волк (Canis lupus rufus)
Хищные;Рысь обыкновенная (Lynx lynx)
Хищные;Севернокитайский леопард (Panthera pardus japonensis)
Хищные;Северный морской котик (Callorhinus ursinus)
Хищные;Северный морской слон (Mirounga angustirostris)
Хищные;Североамериканский какомицли (Bassariscus astutus)
Хищные;Североафриканская ласка, пятнистый хорёк (Poecilictis libyca)
Хищные;Североконголезский лев (Panthera leo azandica)
Хищные;Секуранская лисица (Lycalopex sechurae)
Хищные;Сенегальский (Panthera leo senegalensis)
Хищные;Серая лисица (Urocyon cinereoargenteus)
Хищные;Сервал (Leptailurus serval)
Хищные;Серваловая генета (Genetta servalina)
Хищные;Серый мангуст (Paracynictis selousi)
Хищные;Сибирский бурый медведь (Ursus arctos collaris)
Хищные;Сивуч (Eumetopias jubatus)
Хищные;Синайский леопард (Panthera pardus jarvisi)
Хищные;Сирийский бурый медведь (Ursus arctos syriacus)
Хищные;Скунс Гумбольдта (Conepatus humboldtii)
Хищные;Собака (C. lupus familiaris)
Хищные;Соболь (Martes zibellina)
Хищные;Солонгой (Mustela altaica)
Хищные;Степной, светлый хорёк (Mustela eversmanni)
Хищные;Стройный мангуст (Galerella sanguinea)
Хищные;Субтропический морской котик (Arctocephalus tropicalis)
Хищные;Сулавесская цивета (Macrogalidia musschenbroekii)
Хищные;Суматранская кошка (Prionailurus planiceps)
Хищные;Суматранский тигр (Panthera tigris sumatrae)
Хищные;Сурикат (Suricata suricatta)
Хищные;Тайра (Eira barbara)
Хищные;Тангалунга (Viverra tangalunga)
Хищные;Теледу (Arctonyx)
Хищные;Техасский ягуар (Panthera onca veracrucis) 
Хищные;Тибетская лисица (Vulpes ferrilata)
Хищные;Тибетский бурый медведь (Ursus arctos pruinosus)
Хищные;Тигровая генетта (Genetta tigrina)
Хищные;Тресмариасский енот (P. lotor insularis)
Хищные;Трёхполосая цивета  (Arctogalidia trivirgata)
Хищные;Тюлень Росса (Ommatophoca rossi)
Хищные;Тюлень Уэдделла (Leptonychotes weddellii)
Хищные;Тюлень-крабоед (Lobodon carcinophagus)
Хищные;Тюлень-монах, белобрюхий тюлень, (Monachus monachus)
Хищные;Тюлень-хохлач (Cystophora cristata)
Хищные;Умби (Rhynchogale melleri)
Хищные;Фаналука (Fossa fossana)
Хищные;Фенек (Vulpes zerda, Fennecus zerda)
Хищные;Фернандесский морской котик (Arctocephalus philippii)
Хищные;Фосса (Cryptoprocta ferox)
Хищные;Харза, желтогрудая куница (Martes flavigula)
Хищные;Хорьковые барсуки (Melogale)
Хищные;Цейлонский леопард (Panthera pardus kotiya)
Хищные;Центральноамериканский какомицли (Bassariscus sumichrasti)
Хищные;Центральноамериканский ягуар (Panthera onca centralis)
Хищные;Цивета Оустона (Chrotogale owstoni)
Хищные;Чепрачный шакал (Canis mesomelas)
Хищные;Чернобурая лисица
Хищные;Черноногая кошка (Felis nigripes)
Хищные;Черноногий мангуст (Bdeogale nigripes)
Хищные;Чилийская кошка (Leopardus guigna)
Хищные;Широкополосый мунго (Galidictis fasciata)
Хищные;Шри-ланкский мусанг (Paradoxurus zeylonensis)
Хищные;Эфиопская генета (Genetta abyssinica)
Хищные;Эфиопский шакал (Canis simensis)
Хищные;Юго-восточный африканский, трансваальский лев (Panthera leo krugeri )
Хищные;Южноамериканская лисица (Lycalopex griseus)
Хищные;Южноамериканский морской котик (Arctocephalus australis)
Хищные;Южноамериканский скунс (Conepatus chinga)
Хищные;Южноаравийский леопард (Panthera pardus nimr)
Хищные;Южноафриканская дикая кошка (Felis silvestris cafra)
Хищные;Южноафриканская лисица (Vulpes chama)
Хищные;Южноафриканский мангуст (Galerella pulverulenta)
Хищные;Южноиндийский мусанг (Paradoxurus jerdoni)
Хищные;Южный морской лев (Otaria flavescens)
Хищные;Южный морской слон (Mirounga leonina)
Хищные;Яванский колонок (Mustela lutreolina)
Хищные;Яванский леопард (Panthera pardus melas)
Хищные;Яванский мангуст (Herpestes javanicus)
Хищные;Ягуар Голдмана (Panthera onca goldmani)
Хищные;Ягуарунди (Puma yaguaroundi)
Хищные;Японский бурый медведь (Ursus arctos yesoensis)
Хищные;Японский соболь (Martes melampus)
Хорьки;Другая
Хорьки;Фретка (Mustela putorius furo)
Хорьки;Фуро (Mustela putorius furo) альбинос
Хорьки;Хонурик
Хорьки;Хорек домашний
Хорьки;Хорефретка
Кошки;Беспородная
Кошки;Мексиканская
Кролики;Американский
Кролики;Цветной карлик
Лошади;Англо-арабская порода
Собаки;Австралийская борзая (Кенгуровая собака)
Собаки;Американский эскимосский шпиц
Собаки;Английская овчарка
Собаки;Английский водяной спаниель
Собаки;Белый английский терьер
Собаки;Большая древесная гончая
Собаки;Гончая Плотта
Собаки;Другая
Собаки;Каракачанская собака (Болгарская овчарка)
Собаки;Лаготто-романьоло (Итальянская водяная собака)
Собаки;Ландсир
Собаки;Ланкаширский хилер
Собаки;Московский дракон
Собаки;Ретривер
Собаки;Румынская карпатская овчарка
Собаки;Русская пегая гончая
Собаки;Рэт-терьер
Собаки;Итальянская гончая (Сегуджио итальяно)
Собаки;Сикоку (Коти-ину)
Собаки;Такса гладкошерстная
Собаки;Такса длинношерстная
Собаки;Такса жесткошерстная
Собаки;Такса кроличья
Собаки;Хортая борзая
Собаки;Цвергшпиц
Собаки;Шпиц
Собаки;Канадская эскимосская собака (Эскимосская лайка)
Птицы;Армавирский белоголовый космач (голуби)
