"ТИЛОЗИН (TILOZIN) раствор д/инъекций 50 мг";"НИТА-ФАРМ ООО (Россия)";"НИТА-ФАРМ ООО (Россия)";"НИТА-ФАРМ ООО (Россия)"
"ТИЛОЗИН (TILOZIN) раствор д/инъекций 200 мг";"НИТА-ФАРМ ООО (Россия)";"НИТА-ФАРМ ООО (Россия)";"НИТА-ФАРМ ООО (Россия)"
"ДОКСИЛОКС® (DOXYLOX) раствор д/инъекций";"НИТА-ФАРМ ООО (Россия)";"НИТА-ФАРМ ООО (Россия)";"НИТА-ФАРМ ООО (Россия)"
"БУРСИН ПЛЮС (BURSINE PLUS)";"ZOETIS Inc. (США)";"ZOETIS Inc. (США)";"ЗОЭТИС Инк. (США)"
"ПУЛВАК IB ПРАЙМЕР (POULVAC IB PRIMER)";"ZOETIS Inc. (США)";"ZOETIS MANUFACTURING & RESEARCH SPAIN S.L. (Испания)";"ЗОЭТИС Инк. (США)"
"СУВАКЦИН MH-ОДИН (SUVAXYN MH-ONE) сусп. д/инъекций";"ZOETIS Inc. (США)";"ZOETIS MANUFACTURING & RESEARCH SPAIN S.L. (Испания)";"ЗОЭТИС Инк. (США)"
"ИМПРОВАК (IMPROVAC) раствор д/инъекций";"ZOETIS Inc. (США)";"ZOETIS BELGIUM S.A. (Бельгия)";"ЗОЭТИС Инк. (США)"
"АВАТЕК 150G (AVATEC 150G)";"ZOETIS Inc. (США)";"ZOETIS MEDOLLA MANUFACTURING S.R.L. (Италия)";"ЗОЭТИС Инк. (США)"
"НАКСЕЛ (NAXCEL) сусп. д/инъекций";"ZOETIS Inc. (США)";"ZOETIS P&U LCC (США)";"ЗОЭТИС Инк. (США)"
"ДРАКСИН (DRAXXIN) раствор д/инъекций: 100 мг";"ZOETIS Inc. (США)";"FAREVA AMBOISE (Франция)";"ЗОЭТИС Инк. (США)"
"МЕКСИДОЛ-ВЕТ® (MEXIDOL-VET) таб. 50 мг";"ФАРМАСОФТ НПК ООО (Россия)";"таблетки ЗиО-Здоровье ЗАО (Россия)";"ВЕКТОРФАРМ ООО (Россия)"
"МЕКСИДОЛ-ВЕТ® (MEXIDOL-VET) таб. 125 мг";"ФАРМАСОФТ НПК ООО (Россия)";"таблетки ЗиО-Здоровье ЗАО (Россия)";"ВЕКТОРФАРМ ООО (Россия)"
"МЕКСИДОЛ-ВЕТ® (MEXIDOL-VET) раствор д/инъекций 25 мг";"ФАРМАСОФТ НПК ООО (Россия)";"таблетки ЗиО-Здоровье ЗАО (Россия)";"ВЕКТОРФАРМ ООО (Россия)"
"МЕКСИДОЛ-ВЕТ® (MEXIDOL-VET) раствор д/инъекций 50 мг";"ФАРМАСОФТ НПК ООО (Россия)";"таблетки ЗиО-Здоровье ЗАО (Россия)";"ВЕКТОРФАРМ ООО (Россия)"
"ФОСПРЕНИЛ (PHOSPRENYL)";"МИКРО-ПЛЮС ЗАО (Россия)";"ГАМАВЕТФАРМ ООО (Россия)";"МИКРО-ПЛЮС ЗАО (Россия)"
"ГАМАВИТ (GAMAVIT)";"МИКРО-ПЛЮС ЗАО (Россия)";"ГАМАВЕТФАРМ ООО (Россия)";"МИКРО-ПЛЮС ЗАО (Россия)"
"ГАМАПРЕН (GAMAPREN)";"ГАМАВЕТФАРМ ООО (Россия)";"ГАМАВЕТФАРМ ООО (Россия)";"ГАМАВЕТФАРМ ООО (Россия)"
